age	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001
21	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001
22	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001
23	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001
24	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001	0.00001
25	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005
26	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005
27	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005
28	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005
29	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005	0.00005
30	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021
31	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021
32	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021
33	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021
34	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021
35	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047
36	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047
37	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047
38	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047
39	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047	0.00047
40	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085
41	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085
42	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085
43	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085
44	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085	0.00085
45	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145
46	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145
47	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145
48	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145
49	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145	0.00145
50	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153
51	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153
52	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153
53	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153
54	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153	0.00153
55	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171
56	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171
57	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171
58	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171
59	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171	0.00171
60	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206
61	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206
62	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206
63	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206
64	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206	0.00206
65	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241
66	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241
67	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241	0.00241
